author,year,intervention_name,scale_name,delay,paper_title,coder,lab_or_field,lab_field,program_name,publication_type,origin,setting,stage_in_life,mean_age,participant_sex,percent_of_male,percent_dominant_racial_or_ethnic_group,country,state,number_of_participant,type_of_control,intrevention_description,brief_description_of_the_intervention,delivery_of_treatment,intervention_length,time_intervention_took,additional_contact,stated_purpose_of_the_intervention,intervention_description,stated_purpose,condition_gender,n_items,contains_randomization,partial_analysis,study_design,is_primary,scale_type,type_of_at_risk_population,n_conditions,n_c_pre,n_c_post,n_t_pre,n_t_post,n_t_group,n_c_group,cluster_type,eff_type,u_s_d,anticipated_direction,ctrl_sd,page_number,comments,d,var_d,se_d,checked,checker_comment,is_red
peskin,2014,it's your game… keep it real,physical victimization,61,Effects of It's Your Game...Keei It Real Program on Dating Violence in Ethnic Minority Middle School Youths: A Group Randomized Trial,Arielle,1,field,It's Your Game...Keep It Real,1,2,2,2,13,5,42.2,NA,USA,Texas,1445,1,0.5,school-based health education porgram to promote healthy dating relationships in minority youth,"1,2,4,5,6,7,9",24,,0,3,NA,3,both,1,NA,NA,rct,FALSE,behavior,ethnic minority middle school youth,2,,463,,303,5,5,cluster randomized,log.odds.ratio,-0.2957404,1,-,4,NA,-0.1630502,5.00E-03,7.10E-02,,,#ffffff
peskin,2014,it's your game… keep it real,physical perpetration,61,Effects of It's Your Game...Keei It Real Program on Dating Violence in Ethnic Minority Middle School Youths: A Group Randomized Trial,Arielle,1,field,It's Your Game...Keep It Real,1,2,2,2,13,5,42.2,NA,USA,Texas,1445,1,0.5,school-based health education porgram to promote healthy dating relationships in minority youth,"1,2,4,5,6,7,9",24,,0,3,NA,3,both,1,NA,NA,rct,FALSE,behavior,ethnic minority middle school youth,2,,463,,303,5,5,cluster randomized,log.odds.ratio,-2.16E-02,1,-,4,NA,-1.19E-02,5.00E-03,7.10E-02,,,#ffffff
salzar,2014,realconsent,Revised Conflict Tactics Scale (CTS2),183,A web-based sexual violence bystander intervention for male college students: randomized controlled trial,jh,0,lab,RealConsent,1,4,7,3,20.38,1,1,0.441,us,georgia,1406,3,1,"RealConsent was delivered via a password-protected Web portal (see Figure 1 for screenshot) and consisted of six 30-minute modules with each module ranging in number of segments (1-14) and types of activities with diverse actors and appropriate language. Each of the modules involved interactivity, didactic activities, and episodes of a serial drama, which allowed us to model positive behaviors and illustrate both positive and negative outcome expectations for intervening and for perpetrating violence against women. Behaviors modeled in the serial drama included intervening, communicating with female sex partners, and obtaining effective consent for sex.",7,0,,0,"10, 2, 2004",NA,"10, 2, 2004",male,7,NA,NA,rct,TRUE,behavior,-,2,,93,,123,-,-,-,d,0.29,1,-,9,NA,0.29,1.90E-02,0.138,,,#ffffff
salzar,2014,realconsent,Rape myths,183,A web-based sexual violence bystander intervention for male college students: randomized controlled trial,jh,0,lab,RealConsent,1,4,7,3,20.38,1,1,0.441,us,georgia,1406,3,1,"RealConsent was delivered via a password-protected Web portal (see Figure 1 for screenshot) and consisted of six 30-minute modules with each module ranging in number of segments (1-14) and types of activities with diverse actors and appropriate language. Each of the modules involved interactivity, didactic activities, and episodes of a serial drama, which allowed us to model positive behaviors and illustrate both positive and negative outcome expectations for intervening and for perpetrating violence against women. Behaviors modeled in the serial drama included intervening, communicating with female sex partners, and obtaining effective consent for sex.",7,0,,0,"10, 2, 2004",NA,"10, 2, 2004",male,not given,NA,NA,rct,FALSE,attitudes,-,2,,93,,123,-,-,-,d.i.m,5.48,1,10.29,10,NA,0.533,1.90E-02,0.138,,,#ffffff
cares,2015,bringing in the bystander,illinois rape myth acceptance scale - short form,14,Changing Attitudes About Being a Bystander to Violence: Translating an In-Person Sexual Violence Prevention Program to a New Campus,Arielle,0,field,Bringing in the Bystander,1,2,3,3,18.2,3,0.51,80,USA,NA,587,1,1,proram on how bystanders can help in risky situations; social marketing campaign displaying proscoail bheavior images,2,2,,0,"1,2,4,5,6,7,9,10",NA,"1,2,4,5,6,7,9,10",both,1,NA,NA,rct,FALSE,attitudes,-,4,,289,,294,1,1,n groups,d.i.d,-0.19,1,1.13,176,NA,-0.168,32.1,5.67,,,#ffffff
daigneault,2015,awareness and prevention,ses - vict,91,Effectiveness of a sexual assault awareness and prevention workshop for youth: A 3-month follow-up pragmatic cluster randomization study,Arielle,1,field,NA,1,2,2,2,16,5,44,85,Canada,Quebec,794,1,0.5,Implementation of classroom-based sexual assault training program,5,1,,0,"1,2,6,11",NA,"1,2,6,11",both,1,NA,NA,rct,FALSE,behavior,-,2,,206,,152,1,1,cluster randomized,log.odds.ratio,-0.52166,1,-,6,NA,-0.29311,32.344,5.687,,,#ffffff
daigneault,2015,awareness and prevention,SES - perp,14,Effectiveness of a sexual assault awareness and prevention workshop for youth: A 3-month follow-up pragmatic cluster randomization study,Arielle,1,field,NA,1,2,2,2,16,5,44,85,Canada,Quebec,794,1,0.5,Implementation of classroom-based sexual assault training program,5,1,,0,"1,2,6,11",NA,"1,2,6,11",both,1,NA,NA,rct,FALSE,behavior,-,2,,257,,183,1,1,cluster randomized,log.odds.ratio,-0.7033,1,-,6,NA,-0.3877,32.601,5.71,,,#ffffff
daigneault,2015,awareness and prevention,SES - perp,91,Effectiveness of a sexual assault awareness and prevention workshop for youth: A 3-month follow-up pragmatic cluster randomization study,Arielle,1,field,NA,1,2,2,2,16,5,44,85,Canada,Quebec,794,1,0.5,Implementation of classroom-based sexual assault training program,5,1,,0,"1,2,6,11",NA,"1,2,6,11",both,1,NA,NA,rct,FALSE,behavior,-,2,,221,,165,1,1,cluster randomized,log.odds.ratio,0.7032996,1,-,6,NA,0.3877494,32.601,5.71,,,#ffffff
daigneault,2015,awareness and prevention,Sexual Assault Knowledge,91,Effectiveness of a sexual assault awareness and prevention workshop for youth: A 3-month follow-up pragmatic cluster randomization study,Arielle,1,field,NA,1,2,2,2,16,5,44,85,Canada,Quebec,794,1,0.5,Implementation of classroom-based sexual assault training program,5,1,,0,"1,2,6,11",NA,"1,2,6,11",both,10,NA,NA,rct,FALSE,attitudes,-,2,,287,,214,1,1,cluster randomized,d.i.d,0.89,1,1.23,6,NA,0.724,34.1,5.84,,,#ffffff
daigneault,2015,awareness and prevention,ses - vict,14,Effectiveness of a sexual assault awareness and prevention workshop for youth: A 3-month follow-up pragmatic cluster randomization study,Arielle,1,field,NA,1,2,2,2,16,5,44,85,Canada,Quebec,794,1,0.5,Implementation of classroom-based sexual assault training program,5,1,,0,"1,2,6,11",NA,"1,2,6,11",both,1,NA,NA,rct,FALSE,behavior,-,2,,249,,177,1,1,cluster randomized,log.odds.ratio,-1.417,1,-,6,NA,-0.7812,34.442,5.869,,,#ffffff
daigneault,2015,awareness and prevention,Sexual Assault Knowledge,7,Effectiveness of a sexual assault awareness and prevention workshop for youth: A 3-month follow-up pragmatic cluster randomization study,Arielle,1,field,NA,1,2,2,2,16,5,44,85,Canada,Quebec,794,1,0.5,Implementation of classroom-based sexual assault training program,5,1,,0,"1,2,6,11",NA,"1,2,6,11",both,10,NA,NA,rct,FALSE,attitudes,-,2,,330,,255,1,1,cluster randomized,d.i.d,0.97,1,1.23,6,NA,0.789,43.5,5.87,,,#ffffff
espelage,2015,second step middle school program,The Sexual Harassment/Groping Subscale,1096,"Clinical Trial of Second Step Middle School Program: Impact on Bullying, Cyberbullying, Homophobe Teasing, and Sexual Harassment Perpetration",Arielle,1,field,Second Step: Student Success Through Prevention,1,2,2,2,11,5,52,22,USA,"Illinois,Kansas",3651,3,1,3 year in-class currirculum on risky behaviors,"1,2,4,5,6,9",41,,0,"1,3,6,10,11",NA,"1,3,6,10,11",both,9,NA,NA,rct,FALSE,behavior,-,2,,1710,,1941,18,18,cluster randomized,reg.coef,7.00E-03,-1,0.725,474,there are two early version looking at earlier time points.,7.00E-03,0.106,0.326,,,#ffffff
gidycz,2015,ohio university sexual assault risk reduction program,SES - perp,122,Concurrrent Administration of Sexual Assault Prevention and Risk Reduction Programming Outcomes for Women,Arielle,0,field,Ohio University Sexual Assault Risk Reduction Program + male intervention,1,2,3,3,NA,4,49.41634241,NA,USA,NA,1285,1,1,student led interactive training course with a self-defense workshop,"1,2,4,5",2,,1,"3,4,10,11",NA,"3,4,10,11",female,10,NA,NA,rct,NA,behavior,-,2,,NA,,NA,6,6,cluster randomized,NA,NA,NA,NA,790,NA,NA,NA,NA,,,#ffffff
gidycz,2015,ohio university sexual assault risk reduction program,SES - perp,213,Concurrrent Administration of Sexual Assault Prevention and Risk Reduction Programming Outcomes for Women,Arielle,0,field,Ohio University Sexual Assault Risk Reduction Program + male intervention,1,2,3,3,NA,4,49.41634241,NA,USA,NA,1285,1,1,student led interactive training course with a self-defense workshop,"1,2,4,5",2,,1,"3,4,10,11",NA,"3,4,10,11",female,10,NA,NA,rct,NA,behavior,-,2,,NA,,NA,6,6,cluster randomized,NA,NA,NA,NA,790,NA,NA,NA,NA,,,#ffffff
gonzalez-guarda,2015,joven,physical and sexual vict,7,Examining the Preliminary Efficacy of a Dating Violence Prevention Program for Hispanic Adolescents,Arielle,0,field,JOVEN /YOUTH: Juntos Opuestos a la Violence Entre Novios/ Together Against Dating Violence,1,2,2,2,14.34,5,44,97,USA,Florida,82,1,1,"multimedia presentations and discussions on social norms, healthy relationships, bystander behavior, and communication skills","4,5",6,,0,"3,11",NA,"3,11",both,18,NA,NA,rct,FALSE,behavior,-,2,,41,,41,-,-,-,log.odds.ratio,-0.559,1,-,18,NA,-0.308,4.80E-02,0.219,,,#ffffff
gonzalez-guarda,2015,joven,physical and sexual vict,91,Examining the Preliminary Efficacy of a Dating Violence Prevention Program for Hispanic Adolescents,Arielle,0,field,JOVEN /YOUTH: Juntos Opuestos a la Violence Entre Novios/ Together Against Dating Violence,1,2,2,2,14.34,5,44,97,USA,Florida,82,1,1,"multimedia presentations and discussions on social norms, healthy relationships, bystander behavior, and communication skills","4,5",6,,0,"3,11",NA,"3,11",both,18,NA,NA,rct,FALSE,behavior,-,2,,41,,41,-,-,-,log.odds.ratio,-0.437,1,-,18,NA,-0.2411,4.80E-02,0.219,,,#ffffff
gonzalez-guarda,2015,joven,physical and sexual vict,365,Examining the Preliminary Efficacy of a Dating Violence Prevention Program for Hispanic Adolescents,Arielle,0,field,JOVEN /YOUTH: Juntos Opuestos a la Violence Entre Novios/ Together Against Dating Violence,1,2,2,2,14.34,5,44,97,USA,Florida,82,1,1,"multimedia presentations and discussions on social norms, healthy relationships, bystander behavior, and communication skills","4,5",6,,0,"3,11",NA,"3,11",both,18,NA,NA,rct,FALSE,behavior,-,2,,41,,41,-,-,-,log.odds.ratio,0.101,-1,-,18,NA,0.5569,4.80E-02,0.219,,,#ffffff
gonzalez-guarda,2015,joven,physical and sexual perp,7,Examining the Preliminary Efficacy of a Dating Violence Prevention Program for Hispanic Adolescents,Arielle,0,field,JOVEN /YOUTH: Juntos Opuestos a la Violence Entre Novios/ Together Against Dating Violence,1,2,2,2,14.34,5,44,97,USA,Florida,82,1,1,"multimedia presentations and discussions on social norms, healthy relationships, bystander behavior, and communication skills","4,5",6,,0,"3,11",NA,"3,11",both,18,NA,NA,rct,FALSE,behavior,-,2,,41,,41,-,-,-,log.odds.ratio,-0.4749,1,-,18,NA,-0.2618,4.80E-02,0.219,,,#ffffff
gonzalez-guarda,2015,joven,physical and sexual perp,365,Examining the Preliminary Efficacy of a Dating Violence Prevention Program for Hispanic Adolescents,Arielle,0,field,JOVEN /YOUTH: Juntos Opuestos a la Violence Entre Novios/ Together Against Dating Violence,1,2,2,2,14.34,5,44,97,USA,Florida,82,1,1,"multimedia presentations and discussions on social norms, healthy relationships, bystander behavior, and communication skills","4,5",6,,0,"3,11",NA,"3,11",both,18,NA,NA,rct,FALSE,behavior,-,2,,41,,41,-,-,-,log.odds.ratio,-0.305,1,-,18,NA,-0.168,4.80E-02,0.219,,,#ffffff
gonzalez-guarda,2015,joven,physical and sexual perp,91,Examining the Preliminary Efficacy of a Dating Violence Prevention Program for Hispanic Adolescents,Arielle,0,field,JOVEN /YOUTH: Juntos Opuestos a la Violence Entre Novios/ Together Against Dating Violence,1,2,2,2,14.34,5,44,97,USA,Florida,82,1,1,"multimedia presentations and discussions on social norms, healthy relationships, bystander behavior, and communication skills","4,5",6,,0,"3,11",NA,"3,11",both,18,NA,NA,rct,FALSE,behavior,-,2,,41,,41,-,-,-,log.odds.ratio,-0.612,1,-,18,NA,-0.3375,4.90E-02,0.221,,,#ffffff
kleinsasser,2015,take care,bystander behavior scale,61,An Online Bystander Intervention Program for the Prevention of Sexual Violence,Arielle,0,lab,Take Care,1,2,3,3,19.76,5,19.4,66.7,USA,NA,96,1,1,presentation of risky situations and possible interventions that could be used,"4,7",1,,0,"3,4",NA,"3,4",both,45,NA,NA,rct,FALSE,behavior,-,2,,50,,45,-,-,-,d.i.d,-0.66,-1,5.13,232,they also have adjusted means. I am using unadjusted,-0.129,4.20E-02,0.205,,,#ffffff
brokenshire,2015,take a stand! bystander intervention,Social Norms,0,Evaluating bystander intervention training: creating awareness on college campuses,jh,1,field,Take a Stand! bystander intervention,4,5,3,3,21,3,not given,not given,us,arizona,1170,2,1,"The content of this video is modeled after several theoretical frameworks: social norms theory, social norms marketing, social-self identification, and the five step model of bystander intervention. The goal of ""Take a Stand!"" is to turn ordinary bystanders into active bystanders by empowering and enabling students with the skills necessary to intervene in situations that have the potential to become dangerous.",4,0,,0,4,NA,4,both,4,NA,NA,rct,FALSE,attitudes,-,2,,65,,63,-,-,-,d.i.m,-0.34,-1,0.9973077,62,NA,-0.341,-3.10E-02,0.176,,,#ffffff
de lijster,2016,benzies & batchies,Sexual harassment (underwent),183,Effects of an Interactive School-Based Program for Preventing Adolescent Sexual Harrassment: A Cluster-Randomized Controlled Evaluation Study,Anne,1,field,Benzies & Batchies,1,2,"1,2","1,2",14.39384049,5,49.0797546,40.12269939,Netherlands,NA,815,1,0.5,"The program consists of four elements: an introductory lesson, a peer-performed play (30 min) followed by a peer-led group discussion (60 min), three classroom lessons (100-150 minutes each), and a closing lesson. The play included short scenes where peer-educators performed examples of sexual harrassment and reactions to them. The intro and closing lessons were taught by the teacher while the three classroom lessons were presented by trained social-skills instructors from outside the school.","1,2,3,4,5",6,,0,3,NA,3,both,8,NA,NA,rct,FALSE,behavior,-,2,,384,,431,14,10,cluster randomized,d.i.m,-0.1639,1,1.22,8,NA,-0.134,0.16,0.4,,,#ffffff
