author,year,coder,intervention name,title,publication type,origin,program name,number of participant,mean age,participant sex,% of male,stage in life,setting,% dominant racial or ethnic group,country,state,lab or field,type of control,intrevention description,brief description of the intervention,delivery of treatment,intervention length,additional contact,states purpose of the intervention,_file,stated purpose of the intervention,number of participants,intervention description,states purpose of the intervention...26,stated_purpose
Moynihan,2010,Matej,Bystander Program Presentation to College Athletes,"Engaging Intercollegiate Athletes in Preventing and
Intervening in Sexual and Intimate Partner Violence",1,1,Bringing in the Bystander,NA,19.4,3,56.8,3,3,NA,USA,NA,0,1,NA,"Two professional educators, a man and woman, with experience
presenting the program, cofacilitated the Bringing in the Bystander program to single-sex groups of athletes. To accommodate the athletes’ schedules, the facilitators presented the 4.5-hour version of the program in a 1-day session on a weekend day (with breaks for lunch and snacks). The program consisted of 3 sections: (1) introducing the bystander model, (2) applying bystander concepts to sexual and intimate partner violence, and (3) developing skills as a bystander. For a description of the program, see Banyard et al.5 There are clearly limits of a 1-time program. However, recent research results indicate that 1-time programs with
a bystander focus may have positive impacts on attitudes and behaviors.5,33 Further, the practical reality on campuses is that many prevention programs are only offered in this format. Thus, further research seemed warranted.","1,2,5",1,0,NA,3,"2, 4",139,1,NA,"2, 4"
Nelson,2010,Arielle,NA,Eliciting behavior change in a US sexual violence and intimate partner violence prevention program through utilization of Freire and discussion facilitation,1,1,Hombres Unidos Contra La Violencia Familiar,157,NA,1,100,4,"4,5",0,USA,Texas,1,4,0.5,discussions on experiences with sexual violence,5,5,NA,"1,6",5,NA,NA,NA,NA,"1,6"
Potter,2010,Arielle,NA,Using Social Self Identification in Social Marketing Materials Aimed at Reducing Violence Against Women on Campus,1,1,NA,372,NA,5,38,3,3,87,USA,NA,0,4,0.5,participants were exposed to posters realted to bystander intervention and then asked a series of questions,9,28,0,4,5,NA,NA,NA,NA,4
Rich,2010,Arielle,Sexual Assault Programs,"""I'd Rather Be Doing Something Else:"" Male Resistance to Rape Prevention Programs",1,1,NA,157,NA,1,100,3,3,29.29936306,USA,NA,1,4,1,men report on their attitudes towards received rape prevention education,NA,1,0,11,5,NA,NA,NA,NA,11
Taylor,2010,Paloma,Interaction based curriculum,The Effects of Gender Violence/ Harassment Prevention Programming in Middle Schools: A Randomized Experimental Evaluation,1,1,NA,Paloma,12,5,48%,1,1,52%,US,Ohio,1,2,1,"The interaction-based curriculum addressed GV/SH by focusing on setting and communicating boundaries in relationships; the formation of deliberate relationships/friendships and the continuum between friendship and intimacy; the determination of wanted/unwanted behaviors; and the role of the bystander as intervener. The lessons in this treatment did not provide simple answers or, in some cases, any answers at all, but rather made students struggle with subjectivity (which is clearly and legally embedded in any definition of “sexual harassment”) and ambiguity.","1,2",5,0,NA,7,NA,NA,NA,1,1
Taylor,2010,Paloma,Law and justice curriculum,The Effects of Gender Violence/ Harassment Prevention Programming in Middle Schools: A Randomized Experimental Evaluation,1,1,NA,1639,12,5,48%,1,1,52%,US,Ohio,1,2,1,"The law and justice curriculum focused on laws, definitions, information, and data about penalties for sexual assault and sexual harassment as well as imparting results from research about the consequences for perpetrators of GV/SH.","1,2",5,0,NA,7,NA,NA,NA,2,2
Taylor b,2010,Yashna,"Fact-based, law and justice curriculum",Exploring gender differences in dating violence/harassment prevention programming in middle schools: results from a randomized experiment,1,1,Gender Violence/Sexual Harrassment,1115,NA,5,48,1,1,52,USA,Ohio,1,1,0.5,"The law and justice curriculum focused on laws, definitions, information, and data about penalties for sexual assault and sexual harassment as well as imparting results from research about the consequences for perpetrators of GV/SH. The law and justice intervention explored the concepts of laws/boundaries, plotting the shifting nature of personal space, considering laws as they apply by gender, and a final activity on myths and facts about sexual harassment.","1,5",5,0,NA,2,"3,11",NA,NA,NA,"3,11"
Taylor b,2010,Yashna,Interaction-based curriculum,Exploring gender differences in dating violence/harassment prevention programming in middle schools: results from a randomized experiment,1,1,Gender Violence/Sexual Harrassment curriculum based on Theory of Reasoned Action,1093,NA,5,48,1,1,52,USA,Ohio,1,1,0.5,The interaction-based curriculum addressed GV/SH by focusing on setting and communicating boundaries in relationships; the formation of deliberate relationships/friendships and the continuum between friendship and intimacy; the determination of wanted/unwanted behaviors; and the role of the bystander as intervener in GV/SH incidents.,"1,5",5,0,NA,2,"3,11",NA,NA,NA,"3,11"
Ahrens,2011,Anne,pre-/post-test,Rehearsing for Real Life: The Impact of the InterACT Sexual Assault Prevention Program on Self-Reported Likelihood of Engaging in Bystander Interventions,1,1,InterACT Sexual Assault Prevention Program,509,NA,3,29,3,3,36.2,US,CA,0,4,1,"Students enrolled in two Communications Studies classes participated in the intervention, which involved a performance with active audience participation. In the first phase, actors performed a play that included a sexual assault, and in the second students could call out suggestions and then come onstage to enact bystander interventions. The activity is followed by a brief discussion.","3,5",1,0,NA,4,4,NA,NA,NA,4
Gidycz,2011,Paloma,NA,Preventing Sexual Aggression Among College Men: An Evaluation of a Social Norms and Bystander Intervention Program,1,1,NA,635,18.5,1,100%,3,3,91.80%,US,NA,0,1,1,"The intervention consisted in a 1.5h prevention program and a 1h booster session. Three strategies were used to promote change in men’s understanding of masculinity, consent in dating relationships, and awareness of the norms and misperceptions that foster a rape-supportive culture. The 1st strategy fosters empathy regarding sexual assault and rape by providing men with the opportunity to describe the impact of sexual assault on women in their lives and discuss alternative explanations for men’s perceptions of false accusations of assault. The discussions where also are designed to facilitate empathy by focusing on the debunking of rape myths. The second change strategy increased awareness about conditions of consent. The participants diiscussed definitions and operationalizations of consent in specific scenarios. The third strategy aimed to foster bystander intervention and resocialization. Campus-wide and participant data were presented on men’s discomfort with the inappropriate behavior and language of other men. Data on true norms among men and the sharing of personal experiences by participants served to undermine traditional conceptions of masculinity that are associated with rape proclivity (i.e., risk factors). The bystander behavior module, which includes an interactive exercise, encourages the majority of nonassaultive men to intervene in the behavior of the minority to change the campus context from one that supports coercive behavior to one that inhibits it.
Men participated in a booster session review of program material approximately 4 months following initial program participation where conditions for consent were reviewed, normative data was provided, and bystander intervention strategies were discussed. Men also discussed in small groups whether they have been able to use program content over the interim. Following this, they present the discussion topics from their small groups to the larger group.","1,2",1,1,NA,7,NA,NA,NA,"10,4","10,4"
Kernsmith,2011,Manna,a gender-sensitive peer education program,A Gender-Sensitive Peer Education Program for Sexual Assault Prevention in the Schools,1,1,First Step Peereducation Program,2000,NA,3,44,2,2,98.1,USA,Michigan,field,4,1,"a gender-sensitive peer education program emphasizing male responsibility for decreasing rape developed through a long-standing agency and school collaborative. Sessions were led by trained male and female high school leaders. A series of 50-minute classroom presentations were offered on a variety of topics, including rape myths, risk reduction, how to help a friend, and bystander intervention. Peer educators were responsible for publicizing the project and contacting teachers to arrange classroom presentations. Repeated surveying revealed that at posttest and three-month follow-up, the program decreased rape- tolerant attitudes among both male and female high school students.",1,NA,0,"1,3,4,9",1,NA,NA,NA,NA,"1,3,4,9"
Langhrichsen- Rohling,2011,Manna,rape prevention program,The Men's Program: Does It Impact College Men's Self-Reported Bystander Efficacy and Willingness to Intervene,1,1,The Men's Program,179,19,1,100,3,3,77,USA,USA,field,2,1,"although the author doesn't go into detail about the Men's Program, it is the same program written about by the same authour from other papers, so I would assumed it's the same. Foshee descrbed, ""four highly trained, male, recent college graduates from the organization One in Four presented the program.""","1,2,4,6",NA,0,"4,9",1,NA,NA,NA,NA,"4,9"
Moor,2011,Matej,Rape prevention program for high school students,The Efficacy of a High School Rape Prevention Program in Israel,1,1,Association of Rape Crisis Centers in Israel (ARCCI),NA,17,"3,4",48.2,2,2,NA,Israel,NA,1,1,NA,"The objectives of the workshop curriculum (delivered through 3 2-hour workshops) are consistent with those of other similar interventions and aim at increasing knowledge about sexual violence, including what
constitutes sexual coercion, dispelling rape myths and victim blaming, increasing understanding
of the social construction of gender roles that contribute to sexual violence,
increasing choices and strengthening the ability to withstand peer pressure, teaching
respectful sexual behavior based on mutuality and proper communication, and empowerment.
The workshops employ various formats of instruction to address different learning
styles and maintain the cooperation of all students. Among them are discussions, role playing,
games, dramatizations, film analyses, and case studies.","2,3,4,5",3,0,NA,3,"1,2,3,4,9",394,1,NA,"1,2,3,4,9"
